site,array,site_name,assembly_name,assembly_type,instrument_class,instrument_name,instrument_model,mindepth,maxdepth,node,method,stream
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 514,glider,flort,3-Wavelength Fluorometer,ECO Puck FLBBCD-SLK,0.0,200.0,PG514,unknown,
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 514,glider,nutnr,Nitrate,SUNA V2,0.0,200.0,PG514,telemetered,nutnr_m_glider_instrument
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 515,glider,ctdgv,CTD,SBE Glider Payload CTD (GP-CTD),0.0,200.0,PG515,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 515,glider,ctdgv,CTD,SBE Glider Payload CTD (GP-CTD),0.0,200.0,PG515,telemetered,ctdgv_m_glider_instrument
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 515,glider,flort,3-Wavelength Fluorometer,ECO Puck FLBBCD-SLK,0.0,200.0,PG515,unknown,
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 515,glider,flort,3-Wavelength Fluorometer,ECO BB3,0.0,200.0,PG515,telemetered,flort_o_glider_data
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 515,glider,parad,Photosynthetically Available Radiation,QSP-2155,0.0,200.0,PG515,recovered_host,parad_m_glider_recovered
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 515,glider,parad,Photosynthetically Available Radiation,QSP-2155,0.0,200.0,PG515,telemetered,parad_m_glider_instrument
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,ctdgv,CTD,SBE Glider Payload CTD (GP-CTD),0.0,200.0,PG575,recovered_host,ctdgv_m_glider_instrument_recovered
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,ctdgv,CTD,SBE Glider Payload CTD (GP-CTD),0.0,200.0,PG575,telemetered,ctdgv_m_glider_instrument
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,dosta,Dissolved Oxygen,Optode 4831,0.0,200.0,PG575,recovered_host,dosta_abcdjm_glider_recovered
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,dosta,Dissolved Oxygen,Optode 4831,0.0,200.0,PG575,telemetered,dosta_abcdjm_glider_instrument
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,flort,3-Wavelength Fluorometer,ECO Puck FLBBCD-SLK,0.0,200.0,PG575,recovered_host,flort_m_sample
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,flort,3-Wavelength Fluorometer,ECO Puck FLBBCD-SLK,0.0,200.0,PG575,telemetered,flort_m_sample
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,flort,3-Wavelength Fluorometer,ECO BB3,0.0,200.0,PG575,recovered_host,flort_o_glider_data
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,nutnr,Nitrate,SUNA V2,0.0,200.0,PG575,recovered_host,nutnr_m_glider_instrument
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,nutnr,Nitrate,SUNA V2,0.0,200.0,PG575,telemetered,nutnr_m_glider_instrument
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,parad,Photosynthetically Available Radiation,QSP-2155,0.0,200.0,PG575,recovered_host,parad_m_glider_recovered
GP05MOAS,Global Station Papa,Mobile Assets,Profiling Glider 575,glider,parad,Photosynthetically Available Radiation,QSP-2155,0.0,200.0,PG575,telemetered,parad_m_glider_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,mopak,3-Axis Motion Pack,3DM-GX3-25,0.0,0.0,SBD11,recovered_host,mopak_o_dcl_accel_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,mopak,3-Axis Motion Pack,3DM-GX3-25,0.0,0.0,SBD11,telemetered,mopak_o_dcl_accel
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,pco2a,pCO2 Air-Sea,pCO2-pro,0.0,0.0,SBD11,recovered_host,"['pco2a_a_dcl_instrument_air_recovered', 'pco2a_a_dcl_instrument_water_recovered']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,pco2a,pCO2 Air-Sea,pCO2-pro,0.0,0.0,SBD11,telemetered,"['pco2a_a_dcl_instrument_air', 'pco2a_a_dcl_instrument_water']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,dosta,Dissolved Oxygen,Optode 4831,1.0,1.0,SBD11,recovered_host,dosta_abcdjm_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,dosta,Dissolved Oxygen,Optode 4831,1.0,1.0,SBD11,telemetered,dosta_abcdjm_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,spkir,Spectral Irradiance,OCR507 ICSW,-5.0,-5.0,SBD11,recovered_host,spkir_abj_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,spkir,Spectral Irradiance,OCR507 ICSW,-5.0,-5.0,SBD11,telemetered,spkir_abj_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,metbk,Bulk Meteorology Instrument Package,ASIMET,-5.0,-5.0,SBD11,recovered_host,"['metbk_a_dcl_instrument_recovered', 'metbk_hourly']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,metbk,Bulk Meteorology Instrument Package,ASIMET,-5.0,-5.0,SBD11,telemetered,"['metbk_a_dcl_instrument', 'metbk_hourly']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,nutnr,Nitrate,ISUS,1.0,1.0,SBD11,recovered_host,"['suna_dcl_recovered', 'nutnr_b_dcl_full_instrument_recovered']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,nutnr,Nitrate,ISUS,1.0,1.0,SBD11,recovered_inst,"['suna_instrument_recovered', 'nutnr_b_instrument_recovered']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,nutnr,Nitrate,ISUS,1.0,1.0,SBD11,telemetered,"['suna_dcl_recovered', 'nutnr_b_dcl_full_instrument']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,optaa,Spectrophotometer,AC-S,1.0,1.0,SBD12,recovered_host,optaa_dj_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,optaa,Spectrophotometer,AC-S,1.0,1.0,SBD12,telemetered,optaa_dj_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,flort,3-Wavelength Fluorometer,ECO Triplet-w,1.0,1.0,SBD12,recovered_host,flort_sample
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,flort,3-Wavelength Fluorometer,ECO Triplet-w,1.0,1.0,SBD12,telemetered,flort_sample
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,pco2a,pCO2 Air-Sea,pCO2-pro,0.0,0.0,SBD12,recovered_host,"['pco2a_a_dcl_instrument_air_recovered', 'pco2a_a_dcl_instrument_water_recovered']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,pco2a,pCO2 Air-Sea,pCO2-pro,0.0,0.0,SBD12,telemetered,"['pco2a_a_dcl_instrument_air', 'pco2a_a_dcl_instrument_water']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,wavss,Surface Wave Spectra,TRIAXYS,0.0,0.0,SBD12,recovered_host,wavss_a_dcl_statistics_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,wavss,Surface Wave Spectra,TRIAXYS,0.0,0.0,SBD12,telemetered,wavss_a_dcl_statistics
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,metbk,Bulk Meteorology Instrument Package,ASIMET,-5.0,-5.0,SBD12,recovered_host,"['metbk_a_dcl_instrument_recovered', 'metbk_hourly']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,metbk,Bulk Meteorology Instrument Package,ASIMET,-5.0,-5.0,SBD12,telemetered,"['metbk_a_dcl_instrument', 'metbk_hourly']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,fdchp,Direct Covariance Flux,DCFS,-5.0,-5.0,SBD12,recovered_host,fdchp_a_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,fdchp,Direct Covariance Flux,DCFS,-5.0,-5.0,SBD12,recovered_inst,fdchp_a_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Surface Buoy,buoy,fdchp,Direct Covariance Flux,DCFS,-5.0,-5.0,SBD12,telemetered,fdchp_a_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,optaa,Spectrophotometer,AC-S,12.0,12.0,RID16,recovered_host,optaa_dj_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,optaa,Spectrophotometer,AC-S,12.0,12.0,RID16,telemetered,optaa_dj_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,flort,3-Wavelength Fluorometer,ECO Triplet-w,12.0,12.0,RID16,recovered_host,flort_sample
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,flort,3-Wavelength Fluorometer,ECO Triplet-w,12.0,12.0,RID16,telemetered,flort_sample
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,ctdbp,CTD,SBE 16plusV2,12.0,12.0,RID16,recovered_host,ctdbp_cdef_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,ctdbp,CTD,SBE 16plusV2,12.0,12.0,RID16,recovered_inst,ctdbp_cdef_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,ctdbp,CTD,SBE 16plusV2,12.0,12.0,RID16,telemetered,ctdbp_cdef_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,velpt,Single Point Velocity Meter,Aquadopp 300m,12.0,12.0,RID16,recovered_host,velpt_ab_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,velpt,Single Point Velocity Meter,Aquadopp 300m,12.0,12.0,RID16,telemetered,velpt_ab_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,pco2w,pCO2 Water,SAMI-pCO2,12.0,12.0,RID16,recovered_host,pco2w_abc_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,pco2w,pCO2 Water,SAMI-pCO2,12.0,12.0,RID16,recovered_inst,pco2w_abc_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,pco2w,pCO2 Water,SAMI-pCO2,12.0,12.0,RID16,telemetered,pco2w_abc_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,dosta,Dissolved Oxygen,Optode 4831,12.0,12.0,RID16,recovered_host,dosta_abcdjm_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,dosta,Dissolved Oxygen,Optode 4831,12.0,12.0,RID16,telemetered,dosta_abcdjm_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,nutnr,Nitrate,ISUS,12.0,12.0,RID16,recovered_host,"['suna_dcl_recovered', 'nutnr_b_dcl_full_instrument_recovered']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,nutnr,Nitrate,ISUS,12.0,12.0,RID16,recovered_inst,"['suna_instrument_recovered', 'nutnr_b_instrument_recovered']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,nutnr,Nitrate,ISUS,12.0,12.0,RID16,telemetered,"['suna_dcl_recovered', 'nutnr_b_dcl_full_instrument']"
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,spkir,Spectral Irradiance,OCR507 ICSW,12.0,12.0,RID16,recovered_host,spkir_abj_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Near Surface Instrument Frame,midwater,spkir,Spectral Irradiance,OCR507 ICSW,12.0,12.0,RID16,telemetered,spkir_abj_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,adcps,Velocity Profiler (75 kHz),WorkHorse LongRanger Sentinel 75khz - inductive,500.0,500.0,RII11,recovered_host,adcps_jln_stc_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,adcps,Velocity Profiler (75 kHz),WorkHorse LongRanger Sentinel 75khz - inductive,500.0,500.0,RII11,recovered_inst,adcp_velocity_earth
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,adcps,Velocity Profiler (75 kHz),WorkHorse LongRanger Sentinel 75khz - inductive,500.0,500.0,RII11,telemetered,adcps_jln_stc_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdbp,CTD (40 meters),SBE 16plus-IM V2,40.0,40.0,RII11,recovered_host,ctdbp_p_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdbp,CTD (40 meters),SBE 16plus-IM V2,40.0,40.0,RII11,telemetered,ctdbp_p_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdbp,CTD (80 meters),SBE 16plus-IM V2,80.0,80.0,RII11,recovered_host,ctdbp_p_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdbp,CTD (80 meters),SBE 16plus-IM V2,80.0,80.0,RII11,recovered_inst,ctdbp_cdef_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdbp,CTD (80 meters),SBE 16plus-IM V2,80.0,80.0,RII11,telemetered,ctdbp_p_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdbp,CTD (130 meters),SBE 16plus-IM V2,130.0,130.0,RII11,recovered_host,ctdbp_p_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdbp,CTD (130 meters),SBE 16plus-IM V2,130.0,130.0,RII11,recovered_inst,ctdbp_cdef_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdbp,CTD (130 meters),SBE 16plus-IM V2,130.0,130.0,RII11,telemetered,ctdbp_p_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (20 meters),SBE 37IM,20.0,20.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (20 meters),SBE 37IM,20.0,20.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (20 meters),SBE 37IM,20.0,20.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (60 meters),SBE 37IM,60.0,60.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (60 meters),SBE 37IM,60.0,60.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (60 meters),SBE 37IM,60.0,60.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (100 meters),SBE 37IM,100.0,100.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (100 meters),SBE 37IM,100.0,100.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (100 meters),SBE 37IM,100.0,100.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (180 meters),SBE 37IM,180.0,180.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (180 meters),SBE 37IM,180.0,180.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (180 meters),SBE 37IM,180.0,180.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (250 meters),SBE 37IM,250.0,250.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (250 meters),SBE 37IM,250.0,250.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (250 meters),SBE 37IM,250.0,250.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (3500 meters),SBE 37IM,350.0,350.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (3500 meters),SBE 37IM,350.0,350.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (3500 meters),SBE 37IM,350.0,350.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (500 meters),SBE 37IM,500.0,500.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (500 meters),SBE 37IM,500.0,500.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (500 meters),SBE 37IM,500.0,500.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD,SBE 37IM,None,None,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD,SBE 37IM,None,None,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD,SBE 37IM,None,None,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD,SBE 37IM,None,None,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD,SBE 37IM,None,None,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD,SBE 37IM,None,None,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (750 meters),SBE 37IM,750.0,750.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (750 meters),SBE 37IM,750.0,750.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (750 meters),SBE 37IM,750.0,750.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (1000 meters),SBE 37IM,1000.0,1000.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (1000 meters),SBE 37IM,1000.0,1000.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (1000 meters),SBE 37IM,1000.0,1000.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (1500 meters),SBE 37IM,1500.0,1500.0,RII11,recovered_host,ctdmo_ghqr_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (1500 meters),SBE 37IM,1500.0,1500.0,RII11,recovered_inst,ctdmo_ghqr_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,ctdmo,CTD (1500 meters),SBE 37IM,1500.0,1500.0,RII11,telemetered,ctdmo_ghqr_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,dosta,Dissolved Oxygen (40 meters),Optode 4831,40.0,40.0,RII11,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,dosta,Dissolved Oxygen (40 meters),Optode 4831,40.0,40.0,RII11,telemetered,dosta_abcdjm_ctdbp_p_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,dosta,Dissolved Oxygen (80 meters),Optode 4831,80.0,80.0,RII11,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,dosta,Dissolved Oxygen (80 meters),Optode 4831,80.0,80.0,RII11,telemetered,dosta_abcdjm_ctdbp_p_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,dosta,Dissolved Oxygen (130 meters),Optode 4831,130.0,130.0,RII11,recovered_host,dosta_abcdjm_ctdbp_p_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,dosta,Dissolved Oxygen (130 meters),Optode 4831,130.0,130.0,RII11,telemetered,dosta_abcdjm_ctdbp_p_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,flord,2-Wavelength Fluorometer (40 meters),ECO FLBB-SB,40.0,40.0,RII11,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,flord,2-Wavelength Fluorometer (40 meters),ECO FLBB-SB,40.0,40.0,RII11,telemetered,flord_g_ctdbp_p_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,flord,2-Wavelength Fluorometer (80 meters),ECO FLBB-SB,80.0,80.0,RII11,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,flord,2-Wavelength Fluorometer (80 meters),ECO FLBB-SB,80.0,80.0,RII11,telemetered,flord_g_ctdbp_p_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,flord,2-Wavelength Fluorometer (130 meters),ECO FLBB-SB,130.0,130.0,RII11,recovered_host,flord_g_ctdbp_p_dcl_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,flord,2-Wavelength Fluorometer (130 meters),ECO FLBB-SB,130.0,130.0,RII11,telemetered,flord_g_ctdbp_p_dcl_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,pco2w,pCO2 Water (40 meters),SAMI-pCO2 - inductive,40.0,40.0,RII11,recovered_host,pco2w_abc_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,pco2w,pCO2 Water (40 meters),SAMI-pCO2 - inductive,40.0,40.0,RII11,recovered_inst,pco2w_abc_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,pco2w,pCO2 Water (40 meters),SAMI-pCO2 - inductive,40.0,40.0,RII11,telemetered,pco2w_abc_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,pco2w,pCO2 Water (80 meters),SAMI-pCO2 - inductive,80.0,80.0,RII11,recovered_host,pco2w_abc_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,pco2w,pCO2 Water (80 meters),SAMI-pCO2 - inductive,80.0,80.0,RII11,recovered_inst,pco2w_abc_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,pco2w,pCO2 Water (80 meters),SAMI-pCO2 - inductive,80.0,80.0,RII11,telemetered,pco2w_abc_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,pco2w,pCO2 Water (130 meters),SAMI-pCO2 - inductive,130.0,130.0,RII11,recovered_host,pco2w_abc_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,pco2w,pCO2 Water (130 meters),SAMI-pCO2 - inductive,130.0,130.0,RII11,recovered_inst,pco2w_abc_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,pco2w,pCO2 Water (130 meters),SAMI-pCO2 - inductive,130.0,130.0,RII11,telemetered,pco2w_abc_imodem_instrument
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,phsen,Seawater pH (20 meters),SAMI-pH- inductive,20.0,20.0,RII11,recovered_host,phsen_abcdef_imodem_instrument_recovered
GS01SUMO,Global Southern Ocean,Apex Surface Mooring,Mooring Riser,midwater,phsen,Seawater pH (20 meters),SAMI-pH- inductive,20.0,20.0,RII11,recovered_inst,phsen_abcdef_instrument
