site,array,site_name,assembly_name,assembly_type,instrument_class,instrument_name,instrument_model,mindepth,maxdepth,node,method,stream
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,mopak,3-Axis Motion Pack,3DM-GX3-25,0.0,0.0,SBD17,recovered_host,mopak_o_dcl_accel_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,mopak,3-Axis Motion Pack,3DM-GX3-25,0.0,0.0,SBD17,telemetered,mopak_o_dcl_accel
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,velpt,Single Point Velocity Meter,Aquadopp 300m,1.0,1.0,SBD17,recovered_host,velpt_ab_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,velpt,Single Point Velocity Meter,Aquadopp 300m,1.0,1.0,SBD17,recovered_inst,velpt_ab_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,velpt,Single Point Velocity Meter,Aquadopp 300m,1.0,1.0,SBD17,telemetered,velpt_ab_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,ctdbp,CTD,SBE 16plusV2,1.0,1.0,SBD17,recovered_host,ctdbp_cdef_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,ctdbp,CTD,SBE 16plusV2,1.0,1.0,SBD17,recovered_inst,ctdbp_cdef_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,ctdbp,CTD,SBE 16plusV2,1.0,1.0,SBD17,telemetered,ctdbp_cdef_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,flort,3-Wavelength Fluorometer,ECO Triplet-w,1.0,1.0,SBD17,recovered_host,flort_sample
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,flort,3-Wavelength Fluorometer,ECO Triplet-w,1.0,1.0,SBD17,recovered_inst,flort_sample
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Surface Buoy,buoy,flort,3-Wavelength Fluorometer,ECO Triplet-w,1.0,1.0,SBD17,telemetered,flort_sample
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,optaa,Spectrophotometer,AC-S,7.0,7.0,RID16,recovered_host,optaa_dj_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,optaa,Spectrophotometer,AC-S,7.0,7.0,RID16,telemetered,optaa_dj_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,flort,3-Wavelength Fluorometer,ECO Triplet-w,7.0,7.0,RID16,recovered_host,flort_sample
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,flort,3-Wavelength Fluorometer,ECO Triplet-w,7.0,7.0,RID16,telemetered,flort_sample
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,ctdbp,CTD,SBE 16plusV2,7.0,7.0,RID16,recovered_host,ctdbp_cdef_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,ctdbp,CTD,SBE 16plusV2,7.0,7.0,RID16,recovered_inst,ctdbp_cdef_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,ctdbp,CTD,SBE 16plusV2,7.0,7.0,RID16,telemetered,ctdbp_cdef_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,dosta,Dissolved Oxygen,Optode 4831,7.0,7.0,RID16,recovered_host,dosta_abcdjm_ctdbp_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,dosta,Dissolved Oxygen,Optode 4831,7.0,7.0,RID16,recovered_inst,dosta_abcdjm_ctdbp_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,dosta,Dissolved Oxygen,Optode 4831,7.0,7.0,RID16,telemetered,dosta_abcdjm_ctdbp_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,velpt,Single Point Velocity Meter,Aquadopp 300m,7.0,7.0,RID16,recovered_host,velpt_ab_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,velpt,Single Point Velocity Meter,Aquadopp 300m,7.0,7.0,RID16,recovered_inst,velpt_ab_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,velpt,Single Point Velocity Meter,Aquadopp 300m,7.0,7.0,RID16,telemetered,velpt_ab_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,pco2w,pCO2 Water,SAMI-pCO2,7.0,7.0,RID16,recovered_host,pco2w_abc_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,pco2w,pCO2 Water,SAMI-pCO2,7.0,7.0,RID16,recovered_inst,pco2w_abc_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,pco2w,pCO2 Water,SAMI-pCO2,7.0,7.0,RID16,telemetered,pco2w_abc_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,phsen,Seawater pH,SAMI-pH,7.0,7.0,RID16,recovered_host,phsen_abcdef_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,phsen,Seawater pH,SAMI-pH,7.0,7.0,RID16,recovered_inst,phsen_abcdef_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,phsen,Seawater pH,SAMI-pH,7.0,7.0,RID16,telemetered,phsen_abcdef_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,nutnr,Nitrate,ISUS,7.0,7.0,RID16,recovered_host,suna_dcl_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,nutnr,Nitrate,ISUS,7.0,7.0,RID16,recovered_inst,suna_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,nutnr,Nitrate,ISUS,7.0,7.0,RID16,telemetered,suna_dcl_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,spkir,Spectral Irradiance,OCR507 ICSW,7.0,7.0,RID16,recovered_host,spkir_abj_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Near Surface Instrument Frame,midwater,spkir,Spectral Irradiance,OCR507 ICSW,7.0,7.0,RID16,telemetered,spkir_abj_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,vel3d,3-D Single Point Velocity Meter,VECTOR,25.0,25.0,MFD35,recovered_host,"['vel3d_cd_dcl_velocity_data_recovered', 'vel3d_cd_dcl_system_data_recovered', 'vel3d_cd_dcl_data_header_recovered']"
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,vel3d,3-D Single Point Velocity Meter,VECTOR,25.0,25.0,MFD35,recovered_inst,"['vel3d_cd_dcl_velocity_data_recovered', 'vel3d_cd_dcl_system_data_recovered', 'vel3d_cd_dcl_data_header_recovered']"
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,vel3d,3-D Single Point Velocity Meter,VECTOR,25.0,25.0,MFD35,telemetered,"['vel3d_cd_dcl_velocity_data', 'vel3d_cd_dcl_system_data', 'vel3d_cd_dcl_data_header']"
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,presf,Seafloor Pressure,SBE 26plus,25.0,25.0,MFD35,recovered_host,presf_abc_dcl_tide_measurement_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,presf,Seafloor Pressure,SBE 26plus,25.0,25.0,MFD35,recovered_inst,presf_abc_tide_measurement_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,presf,Seafloor Pressure,SBE 26plus,25.0,25.0,MFD35,telemetered,presf_abc_dcl_tide_measurement
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,adcpt,Velocity Profiler (600kHz),WorkHorse Sentinel 600khz,25.0,25.0,MFD35,recovered_host,adcp_velocity_earth
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,adcpt,Velocity Profiler (600kHz),WorkHorse Sentinel 600khz,25.0,25.0,MFD35,recovered_inst,adcp_velocity_earth
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,adcpt,Velocity Profiler (600kHz),WorkHorse Sentinel 600khz,25.0,25.0,MFD35,telemetered,adcp_velocity_earth
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,wavss,Surface Wave Spectra,WorkHorse Sentinel 600khz,25.0,25.0,MFD35,recovered_inst,adcpt_m_instrument_log9_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,pco2w,pCO2 Water,SAMI-pCO2,25.0,25.0,MFD35,recovered_host,pco2w_abc_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,pco2w,pCO2 Water,SAMI-pCO2,25.0,25.0,MFD35,recovered_inst,pco2w_abc_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,pco2w,pCO2 Water,SAMI-pCO2,25.0,25.0,MFD35,telemetered,pco2w_abc_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,phsen,Seawater pH,SAMI-pH,25.0,25.0,MFD35,recovered_host,phsen_abcdef_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,phsen,Seawater pH,SAMI-pH,25.0,25.0,MFD35,recovered_inst,phsen_abcdef_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,phsen,Seawater pH,SAMI-pH,25.0,25.0,MFD35,telemetered,phsen_abcdef_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,optaa,Spectrophotometer,AC-S,25.0,25.0,MFD37,recovered_host,optaa_dj_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,optaa,Spectrophotometer,AC-S,25.0,25.0,MFD37,telemetered,optaa_dj_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,ctdbp,CTD,SBE 16plusV2,25.0,25.0,MFD37,recovered_host,ctdbp_cdef_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,ctdbp,CTD,SBE 16plusV2,25.0,25.0,MFD37,recovered_inst,ctdbp_cdef_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,ctdbp,CTD,SBE 16plusV2,25.0,25.0,MFD37,telemetered,ctdbp_cdef_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,dosta,Dissolved Oxygen,Optode 4831,25.0,25.0,MFD37,recovered_host,dosta_abcdjm_ctdbp_dcl_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,dosta,Dissolved Oxygen,Optode 4831,25.0,25.0,MFD37,recovered_inst,dosta_abcdjm_ctdbp_instrument_recovered
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,dosta,Dissolved Oxygen,Optode 4831,25.0,25.0,MFD37,telemetered,dosta_abcdjm_ctdbp_dcl_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,zplsc,Bio-acoustic Sonar (Coastal),AZFP,25.0,25.0,MFD37,recovered_host,zplsc_c_instrument
CE01ISSM,Coastal Endurance,Oregon Inshore Surface Mooring,Seafloor Multi-Function Node (MFN),seafloor,zplsc,Bio-acoustic Sonar (Coastal),AZFP,25.0,25.0,MFD37,telemetered,zplsc_c_instrument
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,dosta,Dissolved Oxygen,Optode 4831,0.0,25.0,SP001,recovered_cspp,dosta_abcdjm_cspp_instrument_recovered
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,dosta,Dissolved Oxygen,Optode 4831,0.0,25.0,SP001,telemetered,dosta_abcdjm_cspp_instrument
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,optaa,Spectrophotometer,AC-S,0.0,25.0,SP001,recovered_cspp,optaa_dj_cspp_instrument_recovered
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,optaa,Spectrophotometer,AC-S,0.0,25.0,SP001,telemetered,optaa_dj_cspp_instrument
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,velpt,Single Point Velocity Meter,Aquadopp HR,0.0,25.0,SP001,recovered_cspp,velpt_j_cspp_instrument_recovered
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,velpt,Single Point Velocity Meter,Aquadopp HR,0.0,25.0,SP001,telemetered,velpt_j_cspp_instrument
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,nutnr,Nitrate,SUNA V2,0.0,25.0,SP001,recovered_cspp,nutnr_j_cspp_instrument_recovered
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,nutnr,Nitrate,SUNA V2,0.0,25.0,SP001,telemetered,nutnr_j_cspp_instrument
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,spkir,Spectral Irradiance,OCR507 ICSW,0.0,25.0,SP001,recovered_cspp,spkir_abj_cspp_instrument_recovered
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,spkir,Spectral Irradiance,OCR507 ICSW,0.0,25.0,SP001,telemetered,spkir_abj_cspp_instrument
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,flort,3-Wavelength Fluorometer,ECO Triplet-w,0.0,25.0,SP001,recovered_cspp,flort_sample
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,flort,3-Wavelength Fluorometer,ECO Triplet-w,0.0,25.0,SP001,telemetered,flort_sample
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,ctdpf,CTD,FastCAT 49 CTD,0.0,25.0,SP001,recovered_cspp,ctdpf_j_cspp_instrument_recovered
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,ctdpf,CTD,FastCAT 49 CTD,0.0,25.0,SP001,telemetered,ctdpf_j_cspp_instrument
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,parad,Photosynthetically Available Radiation,ECO PAR,0.0,25.0,SP001,recovered_cspp,parad_j_cspp_instrument_recovered
CE01ISSP,Coastal Endurance,Oregon Inshore Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,parad,Photosynthetically Available Radiation,ECO PAR,0.0,25.0,SP001,telemetered,parad_j_cspp_instrument
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,mopak,3-Axis Motion Pack,3DM-GX3-25,0.0,0.0,SBD11,recovered_host,mopak_o_dcl_accel_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,mopak,3-Axis Motion Pack,3DM-GX3-25,0.0,0.0,SBD11,telemetered,mopak_o_dcl_accel
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,velpt,Single Point Velocity Meter,Aquadopp 300m,1.0,1.0,SBD11,recovered_host,velpt_ab_dcl_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,velpt,Single Point Velocity Meter,Aquadopp 300m,1.0,1.0,SBD11,recovered_inst,velpt_ab_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,velpt,Single Point Velocity Meter,Aquadopp 300m,1.0,1.0,SBD11,telemetered,velpt_ab_dcl_instrument
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,metbk,Bulk Meteorology Instrument Package,ASIMET,-3.0,-3.0,SBD11,recovered_host,"['metbk_a_dcl_instrument_recovered', 'metbk_hourly']"
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,metbk,Bulk Meteorology Instrument Package,ASIMET,-3.0,-3.0,SBD11,telemetered,"['metbk_a_dcl_instrument', 'metbk_hourly']"
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,pco2a,pCO2 Air-Sea,pCO2-pro,0.0,0.0,SBD12,recovered_host,"['pco2a_a_dcl_instrument_air_recovered', 'pco2a_a_dcl_instrument_water_recovered']"
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,pco2a,pCO2 Air-Sea,pCO2-pro,0.0,0.0,SBD12,telemetered,"['pco2a_a_dcl_instrument_air', 'pco2a_a_dcl_instrument_water']"
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,wavss,Surface Wave Spectra,TRIAXYS,0.0,0.0,SBD12,recovered_host,wavss_a_dcl_statistics_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,wavss,Surface Wave Spectra,TRIAXYS,0.0,0.0,SBD12,telemetered,wavss_a_dcl_statistics
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,fdchp,Direct Covariance Flux,DCFS,-3.0,-3.0,SBD12,recovered_host,fdchp_a_dcl_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,fdchp,Direct Covariance Flux,DCFS,-3.0,-3.0,SBD12,recovered_inst,fdchp_a_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Surface Buoy,buoy,fdchp,Direct Covariance Flux,DCFS,-3.0,-3.0,SBD12,telemetered,fdchp_a_dcl_instrument
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,adcpt,Velocity Profiler (600kHz),WorkHorse Sentinel 600khz,7.0,7.0,RID26,recovered_host,adcp_velocity_earth
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,adcpt,Velocity Profiler (600kHz),WorkHorse Sentinel 600khz,7.0,7.0,RID26,recovered_inst,adcp_velocity_earth
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,adcpt,Velocity Profiler (600kHz),WorkHorse Sentinel 600khz,7.0,7.0,RID26,telemetered,adcp_velocity_earth
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,velpt,Single Point Velocity Meter,Aquadopp 300m,7.0,7.0,RID26,recovered_host,velpt_ab_dcl_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,velpt,Single Point Velocity Meter,Aquadopp 300m,7.0,7.0,RID26,recovered_inst,velpt_ab_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,velpt,Single Point Velocity Meter,Aquadopp 300m,7.0,7.0,RID26,telemetered,velpt_ab_dcl_instrument
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,phsen,Seawater pH,SAMI-pH,7.0,7.0,RID26,recovered_host,phsen_abcdef_dcl_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,phsen,Seawater pH,SAMI-pH,7.0,7.0,RID26,recovered_inst,phsen_abcdef_instrument
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,phsen,Seawater pH,SAMI-pH,7.0,7.0,RID26,telemetered,phsen_abcdef_dcl_instrument
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,nutnr,Nitrate,ISUS,7.0,7.0,RID26,recovered_host,suna_dcl_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,nutnr,Nitrate,ISUS,7.0,7.0,RID26,recovered_inst,suna_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,nutnr,Nitrate,ISUS,7.0,7.0,RID26,telemetered,suna_dcl_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,spkir,Spectral Irradiance,OCR507 ICSW,7.0,7.0,RID26,recovered_host,spkir_abj_dcl_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,spkir,Spectral Irradiance,OCR507 ICSW,7.0,7.0,RID26,telemetered,spkir_abj_dcl_instrument
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,optaa,Spectrophotometer,AC-S,7.0,7.0,RID27,recovered_host,optaa_dj_dcl_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,optaa,Spectrophotometer,AC-S,7.0,7.0,RID27,telemetered,optaa_dj_dcl_instrument
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,flort,3-Wavelength Fluorometer,ECO Triplet-w,7.0,7.0,RID27,recovered_host,flort_sample
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,flort,3-Wavelength Fluorometer,ECO Triplet-w,7.0,7.0,RID27,telemetered,flort_sample
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,ctdbp,CTD,SBE 16plusV2,7.0,7.0,RID27,recovered_host,ctdbp_cdef_dcl_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,ctdbp,CTD,SBE 16plusV2,7.0,7.0,RID27,recovered_inst,ctdbp_cdef_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,ctdbp,CTD,SBE 16plusV2,7.0,7.0,RID27,telemetered,ctdbp_cdef_dcl_instrument
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,dosta,Dissolved Oxygen,Optode 4831,7.0,7.0,RID27,recovered_host,dosta_abcdjm_dcl_instrument_recovered
CE02SHSM,Coastal Endurance,Oregon Shelf Surface Mooring,Near Surface Instrument Frame,midwater,dosta,Dissolved Oxygen,Optode 4831,7.0,7.0,RID27,telemetered,dosta_abcdjm_dcl_instrument
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,dosta,Dissolved Oxygen,Optode 4831,0.0,80.0,SP001,recovered_cspp,dosta_abcdjm_cspp_instrument_recovered
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,dosta,Dissolved Oxygen,Optode 4831,0.0,80.0,SP001,telemetered,dosta_abcdjm_cspp_instrument
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,velpt,Single Point Velocity Meter,Aquadopp HR,0.0,80.0,SP001,recovered_cspp,velpt_j_cspp_instrument_recovered
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,velpt,Single Point Velocity Meter,Aquadopp HR,0.0,80.0,SP001,telemetered,velpt_j_cspp_instrument
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,optaa,Spectrophotometer,AC-S,0.0,80.0,SP001,recovered_cspp,optaa_dj_cspp_instrument_recovered
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,nutnr,Nitrate,SUNA V2,0.0,80.0,SP001,recovered_cspp,nutnr_j_cspp_instrument_recovered
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,spkir,Spectral Irradiance,OCR507 ICSW,0.0,80.0,SP001,recovered_cspp,spkir_abj_cspp_instrument_recovered
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,spkir,Spectral Irradiance,OCR507 ICSW,0.0,80.0,SP001,telemetered,spkir_abj_cspp_instrument
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,flort,3-Wavelength Fluorometer,ECO Triplet-w,0.0,80.0,SP001,recovered_cspp,flort_sample
CE02SHSP,Coastal Endurance,Oregon Shelf Surface Piercing Profiler Mooring,Coastal Surface Piercing Profiler,profiler,flort,3-Wavelength Fluorometer,ECO Triplet-w,0.0,80.0,SP001,telemetered,flort_sample
